City,Area_Code,Population,Unemployment_Rate,Police_Stations,Time,Victim_Age,Victim_Gender,Weapon_Used,Past_Crime_Rate,Crime_Occurred
Lucknow,30,111999,17.51,9,Evening,36,Male,Gun,72,1
Bhopal,29,33572,7.1,5,Afternoon,31,Female,Rod,55,0
Bhopal,45,48546,8.56,2,Evening,54,Male,Gun,12,0
Lucknow,15,156222,12.15,10,Afternoon,38,Female,Gun,60,1
Hyderabad,46,64165,2.39,10,Evening,25,Male,None,81,0
Chennai,25,73690,16.36,7,Morning,63,Female,Rod,62,1
Delhi,38,194736,10.31,3,Night,48,Male,Gun,89,1
Lucknow,42,46948,9.47,1,Morning,37,Male,None,73,1
Hyderabad,47,178102,15.77,3,Night,56,Male,Rod,12,0
Bhopal,38,37007,17.25,9,Night,21,Female,None,70,1
Bhopal,23,110819,8.77,5,Afternoon,62,Female,Rod,28,0
Bangalore,25,101207,4.76,7,Morning,51,Male,Rod,46,0
Lucknow,42,86772,15.05,3,Night,62,Female,Knife,58,1
Chennai,7,32024,8.45,4,Evening,25,Male,Knife,20,0
Mumbai,22,180456,16.97,1,Afternoon,31,Male,Knife,8,0
Chennai,17,92912,17.2,3,Afternoon,28,Female,Gun,63,1
Bhopal,18,159229,3.84,7,Evening,66,Female,None,50,0
Bhopal,49,95481,17.3,4,Evening,35,Female,Rod,17,0
Kolkata,41,98553,7.89,2,Night,19,Female,None,41,0
Bhopal,10,142828,12.34,5,Evening,35,Female,Gun,58,1
Delhi,10,112488,2.56,5,Afternoon,37,Female,Knife,53,0
Jaipur,7,106741,16.22,2,Evening,44,Male,Knife,79,1
Lucknow,48,199123,12.27,11,Morning,31,Male,None,62,0
Chennai,38,88210,12.3,6,Afternoon,58,Male,None,23,0
Jaipur,27,184166,16.43,10,Evening,62,Female,Rod,22,0
Hyderabad,33,145607,10.13,4,Afternoon,58,Male,None,64,0
Mumbai,1,197107,8.57,1,Night,38,Female,Rod,21,0
Delhi,44,57367,15.86,3,Morning,45,Female,Rod,15,0
Chennai,34,158190,13.88,9,Night,45,Female,Knife,19,0
Jaipur,4,69884,17.18,10,Morning,58,Male,None,76,1
Mumbai,17,154352,17.04,7,Evening,18,Male,Knife,21,0
Kolkata,4,155818,8.12,6,Afternoon,39,Female,Rod,94,1
Delhi,43,112572,9.15,1,Evening,64,Male,Knife,9,0
Delhi,26,63251,6.1,9,Night,52,Female,Knife,65,0
Kolkata,4,94821,12.57,9,Afternoon,28,Female,Rod,8,0
Lucknow,1,93583,7.83,1,Evening,57,Male,Gun,60,1
Kolkata,7,20207,14.58,6,Evening,47,Female,Gun,92,1
Delhi,30,37757,3.94,7,Afternoon,52,Female,None,79,0
Delhi,9,157298,3.86,2,Afternoon,27,Female,Knife,52,0
Jaipur,35,168278,5.27,10,Night,23,Female,None,52,0
Bhopal,8,161328,3.35,8,Morning,39,Male,Knife,39,0
Mumbai,24,43822,11.92,8,Morning,59,Male,None,37,0
Kolkata,19,51340,4.36,6,Afternoon,31,Female,None,25,0
Mumbai,36,193306,4.56,9,Morning,47,Female,Rod,9,0
Kolkata,43,53351,2.23,3,Night,49,Female,Gun,68,1
Hyderabad,27,116311,14.51,2,Morning,50,Male,Gun,73,1
Delhi,32,189743,15.0,2,Afternoon,47,Male,Gun,25,1
Bhopal,14,85320,4.59,6,Night,65,Male,Rod,93,1
Jaipur,18,112565,13.83,7,Afternoon,32,Male,Gun,78,1
Bhopal,28,176229,8.94,6,Night,17,Male,Rod,87,1
Bhopal,29,29937,5.83,11,Night,41,Female,Knife,36,0
Bhopal,16,195362,11.94,3,Afternoon,69,Male,Rod,22,0
Mumbai,35,187779,4.86,5,Evening,59,Male,None,62,0
Kolkata,47,21219,14.11,8,Afternoon,32,Female,None,83,1
Patna,31,19399,2.76,6,Night,53,Male,Knife,28,0
Hyderabad,4,136733,17.35,2,Afternoon,64,Female,Knife,9,0
Chennai,37,168729,3.15,7,Afternoon,17,Female,None,57,0
Bhopal,17,30047,11.27,8,Night,23,Male,Gun,77,1
Lucknow,39,95693,16.44,4,Morning,61,Male,Gun,59,1
Mumbai,48,110931,2.19,1,Night,21,Male,Gun,9,0
Jaipur,46,185963,9.98,2,Afternoon,24,Male,Knife,73,1
Chennai,26,147852,7.6,4,Night,16,Female,None,45,0
Patna,48,37050,11.29,7,Night,20,Female,Rod,11,0
Lucknow,39,83551,5.61,2,Morning,54,Male,Knife,94,1
Patna,41,78666,3.04,6,Evening,24,Female,None,5,0
Chennai,4,92016,12.01,2,Afternoon,29,Female,Gun,56,1
Bhopal,30,123135,8.67,7,Afternoon,42,Female,Gun,30,0
Lucknow,30,63010,11.96,2,Morning,24,Male,Gun,67,1
Patna,22,48165,5.37,3,Night,51,Female,None,16,0
Jaipur,11,21528,7.42,9,Evening,44,Female,Gun,74,1
Kolkata,2,130840,10.99,4,Afternoon,35,Female,None,88,1
Delhi,44,190680,11.49,5,Evening,30,Male,Knife,23,0
Kolkata,12,146986,7.96,9,Evening,51,Female,Rod,84,1
Chennai,30,47136,6.48,7,Night,18,Female,Gun,8,0
Mumbai,36,152251,6.38,8,Night,68,Female,Knife,86,1
Delhi,18,96008,4.8,11,Night,38,Female,Knife,9,0
Hyderabad,26,22076,7.21,3,Afternoon,69,Female,None,58,0
Jaipur,7,133911,5.19,11,Evening,61,Female,Knife,74,0
Hyderabad,1,165855,12.14,11,Evening,24,Female,None,61,0
Lucknow,26,126625,11.11,4,Afternoon,45,Male,None,82,1
Delhi,23,187788,8.12,7,Morning,34,Male,Knife,56,0
Hyderabad,26,60298,7.21,4,Night,53,Male,None,22,0
Hyderabad,45,64304,5.8,2,Afternoon,18,Male,None,68,0
Patna,6,89360,10.57,10,Night,65,Male,None,14,0
Kolkata,6,79835,16.7,6,Evening,63,Male,Knife,27,0
Patna,44,122424,12.97,9,Afternoon,18,Female,Rod,86,1
Delhi,8,149190,13.91,2,Morning,49,Male,None,72,1
Delhi,24,66911,15.35,1,Night,17,Male,Gun,56,1
Chennai,22,113088,7.63,8,Evening,42,Male,Knife,51,0
Patna,19,25185,3.01,1,Evening,38,Male,Knife,74,1
Bangalore,37,182864,11.96,1,Morning,57,Female,None,30,0
Kolkata,18,60613,5.02,3,Morning,47,Female,Knife,74,1
Delhi,31,174999,11.1,5,Night,62,Female,Gun,47,1
Chennai,37,10386,13.83,9,Evening,50,Female,Rod,73,1
Patna,30,40020,14.54,11,Morning,55,Male,Knife,67,1
Kolkata,42,52678,6.83,10,Afternoon,33,Female,Knife,82,1
Patna,33,71394,10.2,2,Morning,42,Male,Knife,70,1
Hyderabad,10,125377,11.94,1,Afternoon,26,Female,None,67,1
Chennai,37,131716,15.11,1,Evening,54,Male,Gun,17,1
Kolkata,12,197486,14.18,8,Night,34,Male,Rod,55,1
Bhopal,30,195888,17.81,10,Evening,40,Female,Gun,9,0
Lucknow,27,65918,2.13,10,Evening,22,Female,Gun,51,0
Lucknow,39,125640,9.0,10,Evening,46,Female,Knife,40,0
Kolkata,9,170527,6.1,2,Evening,17,Female,Rod,40,0
Patna,21,114446,3.92,9,Night,53,Female,Gun,54,0
Chennai,12,179807,16.58,9,Morning,20,Female,Rod,60,1
Lucknow,29,104702,17.97,2,Night,29,Female,None,23,0
Chennai,33,115509,4.89,3,Night,33,Male,Knife,24,0
Lucknow,43,103608,2.61,2,Night,51,Female,None,26,0
Hyderabad,15,124310,6.4,6,Night,19,Male,Rod,35,0
Patna,2,153181,15.36,7,Morning,39,Male,Knife,66,1
Hyderabad,39,55802,6.7,6,Evening,28,Female,None,48,0
Lucknow,44,44622,2.91,3,Morning,36,Male,Knife,72,0
Bhopal,18,119935,2.84,3,Morning,48,Female,None,71,0
Bhopal,3,127919,8.84,2,Evening,35,Male,Gun,93,1
Hyderabad,7,143669,16.91,2,Morning,20,Female,Knife,53,1
Bhopal,43,181669,6.57,11,Night,39,Female,Rod,63,0
Lucknow,18,182026,8.83,5,Night,50,Female,Knife,8,0
Kolkata,44,79519,3.63,11,Evening,45,Female,Rod,43,0
Hyderabad,38,197187,9.9,11,Evening,43,Female,None,11,0
Mumbai,37,184223,13.14,8,Evening,68,Male,None,75,1
Patna,33,158112,6.34,6,Night,66,Female,Rod,53,0
Bhopal,44,54772,6.75,9,Evening,60,Female,None,93,1
Bhopal,31,132431,15.47,11,Morning,22,Male,Knife,19,0
Delhi,11,106090,2.17,5,Morning,57,Female,None,11,0
Bangalore,4,168988,12.18,10,Afternoon,50,Male,Rod,51,0
Hyderabad,18,54871,8.3,4,Afternoon,45,Female,Rod,72,1
Jaipur,4,36372,6.77,9,Evening,49,Male,Gun,49,0
Bhopal,49,49080,12.52,10,Afternoon,54,Female,Rod,23,0
Patna,34,116242,15.35,11,Night,24,Female,None,51,0
Mumbai,29,52722,10.93,5,Night,68,Male,Rod,57,1
Bhopal,24,39048,2.5,1,Morning,27,Male,None,31,0
Mumbai,22,95205,9.38,5,Morning,69,Male,None,9,0
Lucknow,2,150849,9.4,5,Afternoon,44,Male,Gun,64,1
Lucknow,44,64711,10.7,5,Afternoon,25,Male,None,81,1
Bangalore,6,177403,12.74,2,Night,42,Female,Rod,66,1
Kolkata,42,30968,2.31,6,Morning,34,Female,Rod,63,0
Jaipur,25,195041,10.03,5,Afternoon,28,Male,Rod,65,1
Delhi,21,21292,11.41,2,Night,57,Male,None,60,1
Bangalore,16,181866,7.49,10,Morning,52,Male,Rod,82,0
Chennai,31,89459,12.69,8,Night,47,Female,Knife,51,1
Delhi,14,60192,5.65,6,Night,30,Female,Knife,52,0
Hyderabad,39,168775,7.08,11,Morning,36,Male,Rod,14,0
Patna,28,94193,17.4,10,Night,18,Female,None,36,0
Chennai,32,79165,7.57,11,Afternoon,23,Male,Rod,69,0
Chennai,28,77650,7.54,3,Night,21,Female,Knife,28,0
Bangalore,49,197588,11.53,9,Afternoon,44,Male,None,33,0
Kolkata,9,139858,17.54,11,Evening,34,Male,Rod,11,0
Bangalore,45,111398,17.73,11,Evening,32,Female,None,21,0
Hyderabad,22,107885,11.27,4,Evening,25,Female,Rod,29,0
Bhopal,32,163329,2.02,3,Night,48,Male,Gun,40,0
Bhopal,5,110588,16.41,7,Evening,28,Male,None,65,1
Kolkata,23,113356,11.12,8,Evening,42,Female,Knife,75,1
Hyderabad,5,93509,7.86,7,Night,57,Male,Knife,39,0
Kolkata,42,61672,15.27,1,Morning,27,Male,Knife,88,1
Mumbai,32,32113,8.4,1,Night,17,Male,Knife,82,1
Bhopal,10,10694,2.54,5,Afternoon,25,Male,Rod,54,0
Chennai,39,25588,15.14,8,Night,36,Male,Rod,60,1
Jaipur,15,74373,10.73,10,Morning,38,Male,None,69,0
Patna,7,95603,7.41,11,Evening,16,Female,Gun,45,0
Hyderabad,29,16704,6.01,3,Night,48,Female,Gun,29,0
Delhi,47,50136,11.5,8,Evening,67,Male,None,38,0
Kolkata,3,77507,5.33,3,Afternoon,41,Male,Knife,12,0
Patna,19,57361,7.18,4,Morning,30,Female,Gun,60,1
Delhi,10,68847,12.18,10,Evening,37,Male,Gun,88,1
Patna,28,116359,16.1,7,Evening,40,Female,None,34,0
Jaipur,29,152513,10.53,3,Evening,16,Female,Knife,72,1
Delhi,15,128906,14.15,4,Evening,41,Male,Rod,25,0
Bangalore,35,24677,14.21,8,Night,36,Male,Rod,14,0
Lucknow,6,37818,12.63,4,Morning,56,Male,Gun,91,1
Bangalore,12,11868,5.93,9,Morning,39,Female,Rod,37,0
Bhopal,47,93591,15.87,4,Evening,54,Female,None,79,1
Lucknow,38,133962,8.98,4,Morning,31,Male,Gun,87,1
Bangalore,13,77264,2.71,5,Evening,47,Male,Gun,79,1
Lucknow,29,83168,5.91,1,Afternoon,31,Male,Knife,8,0
Lucknow,19,153115,14.25,7,Afternoon,28,Female,Rod,27,0
Chennai,3,81939,3.11,9,Afternoon,57,Male,Knife,73,0
Kolkata,8,25732,4.36,9,Morning,47,Female,Gun,57,0
Kolkata,8,65244,13.11,1,Evening,65,Male,Rod,9,0
Chennai,20,159598,16.28,6,Night,56,Male,Knife,22,0
Patna,47,19340,12.14,3,Night,59,Female,Rod,21,0
Mumbai,4,32394,5.56,4,Afternoon,39,Female,Gun,62,1
Patna,21,108557,2.85,8,Afternoon,28,Female,Gun,71,1
Delhi,3,145174,11.84,4,Morning,26,Female,Gun,76,1
Delhi,45,29159,2.76,8,Night,30,Female,None,60,0
Lucknow,8,132366,11.8,4,Morning,25,Female,Knife,44,0
Bangalore,23,16212,5.61,9,Afternoon,57,Male,Knife,91,1
Bangalore,16,47405,16.47,6,Evening,56,Female,Gun,91,1
Kolkata,13,140632,9.6,1,Evening,18,Male,Knife,6,0
Hyderabad,3,87061,5.58,10,Evening,31,Male,Gun,25,0
Patna,48,104296,15.65,2,Afternoon,59,Male,Knife,56,1
Bhopal,9,65186,6.06,7,Morning,32,Female,Rod,28,0
Jaipur,14,185311,6.91,10,Evening,40,Female,Knife,57,0
Bangalore,13,133145,15.35,7,Night,45,Male,Gun,42,1
Jaipur,7,20532,6.94,3,Night,62,Male,Knife,24,0
Lucknow,15,76540,8.56,1,Afternoon,50,Male,Rod,54,0
Jaipur,7,113021,7.56,8,Night,52,Female,Rod,43,0
Bhopal,38,13271,3.86,10,Night,28,Male,Rod,64,0
Chennai,34,186554,2.62,11,Afternoon,39,Female,Gun,43,0
Bhopal,41,10209,13.59,11,Morning,53,Male,None,75,1
Jaipur,22,146611,12.32,10,Evening,41,Female,Gun,37,1
Bhopal,24,29977,6.52,7,Afternoon,24,Female,Rod,33,0
Mumbai,49,119920,6.73,10,Night,34,Male,Knife,78,1
Lucknow,37,138156,17.12,8,Evening,43,Female,Rod,14,0
Patna,44,109588,17.8,1,Evening,22,Male,None,80,1
Chennai,1,78684,9.57,3,Evening,60,Male,None,71,1
Bangalore,10,133862,14.84,2,Afternoon,37,Male,Rod,7,0
Delhi,43,15607,13.79,1,Evening,45,Male,Gun,81,1
Patna,16,104786,6.76,5,Morning,52,Male,None,35,0
Delhi,46,136406,2.94,3,Night,31,Female,Rod,31,0
Lucknow,8,193011,4.28,10,Afternoon,51,Male,Gun,74,1
Chennai,49,159666,15.41,8,Afternoon,20,Female,Knife,31,0
Kolkata,25,199454,13.7,6,Evening,44,Male,Gun,13,0
Bangalore,12,17399,12.63,10,Night,67,Male,None,10,0
Mumbai,25,136812,4.09,9,Evening,66,Female,Gun,10,0
Kolkata,17,166189,12.24,9,Evening,38,Male,Gun,30,0
Lucknow,26,108662,14.35,11,Afternoon,21,Male,Knife,47,0
Patna,46,43617,15.77,6,Morning,51,Female,Rod,23,0
Mumbai,48,148570,2.21,2,Night,48,Female,Gun,20,0
Bhopal,14,112826,12.95,9,Night,64,Male,Knife,27,0
Jaipur,41,139851,2.31,2,Night,56,Male,None,79,0
Mumbai,36,121077,13.31,3,Night,31,Male,Rod,84,1
Lucknow,23,60624,12.17,6,Morning,49,Male,None,33,0
Hyderabad,43,19628,4.37,2,Afternoon,58,Male,Rod,42,0
Jaipur,6,141401,14.26,5,Morning,41,Male,Gun,63,1
Delhi,47,48619,3.09,2,Evening,52,Male,Gun,52,1
Bangalore,5,17032,15.22,4,Afternoon,28,Male,Rod,24,0
Delhi,43,189166,6.19,11,Morning,67,Male,None,25,0
Mumbai,25,48034,13.02,11,Night,32,Female,None,32,0
Delhi,18,112658,16.78,3,Night,47,Female,None,54,1
Lucknow,13,131123,7.44,5,Afternoon,47,Male,Gun,37,0
Bhopal,43,96158,10.05,6,Morning,43,Female,Rod,44,0
Patna,14,65264,9.41,7,Afternoon,44,Female,Rod,94,1
Bangalore,28,104120,4.52,10,Night,40,Male,None,58,0
Delhi,18,57850,11.44,8,Morning,62,Female,Gun,14,0
Delhi,28,14722,13.89,9,Night,37,Female,Rod,38,0
Mumbai,27,27772,16.67,4,Afternoon,42,Female,Rod,77,1
Patna,32,96105,15.61,4,Afternoon,59,Female,None,40,0
Kolkata,47,182751,10.16,7,Afternoon,53,Female,None,79,1
Delhi,9,14576,13.5,10,Afternoon,35,Male,Rod,78,1
Lucknow,40,167779,14.81,10,Afternoon,60,Male,Gun,11,0
Hyderabad,32,109404,9.9,11,Evening,65,Female,Knife,20,0
Bangalore,20,182704,3.85,9,Afternoon,39,Female,Rod,55,0
Delhi,28,51476,9.01,11,Afternoon,62,Female,Rod,94,1
Lucknow,33,171357,15.48,2,Night,62,Male,Gun,65,1
Lucknow,4,34154,11.55,11,Afternoon,23,Female,Rod,35,0
Bangalore,46,161126,13.59,6,Morning,66,Male,Knife,36,0
Kolkata,34,27165,4.96,10,Afternoon,29,Female,Gun,49,0
Lucknow,48,24439,17.43,10,Evening,54,Female,Knife,80,1
Hyderabad,3,128211,8.47,8,Afternoon,29,Male,Knife,31,0
Lucknow,26,54518,12.46,5,Night,20,Male,Rod,26,0
Lucknow,8,36962,2.3,5,Morning,62,Male,Knife,19,0
Lucknow,6,195006,4.04,8,Morning,36,Female,Rod,12,0
Bhopal,16,47763,14.51,1,Afternoon,30,Female,Rod,72,1
Bhopal,24,126189,17.49,6,Afternoon,51,Male,Gun,12,0
Kolkata,48,120290,7.12,10,Afternoon,48,Female,Gun,91,1
Delhi,39,120814,2.59,9,Afternoon,32,Male,Gun,20,0
Lucknow,30,29464,7.77,6,Night,35,Male,Rod,52,0
Patna,45,183108,2.28,7,Night,16,Female,Knife,38,0
Delhi,13,133980,5.08,4,Morning,31,Female,Knife,90,1
Kolkata,5,174342,14.04,10,Afternoon,60,Female,Gun,91,1
Chennai,25,52299,16.99,1,Night,33,Female,Gun,61,1
Delhi,20,41541,3.4,9,Night,25,Female,Rod,9,0
Delhi,18,83545,10.93,6,Morning,38,Female,None,48,0
Jaipur,47,139188,6.06,3,Morning,33,Female,None,75,0
Mumbai,18,39765,4.22,4,Evening,64,Male,Rod,41,0
Jaipur,2,33769,5.5,10,Night,24,Male,None,94,1
Hyderabad,10,30156,11.24,6,Morning,61,Female,None,32,0
Bhopal,45,191553,3.04,6,Night,68,Male,None,72,0
Bhopal,47,154507,8.95,9,Night,45,Male,Gun,42,1
Mumbai,12,187408,4.16,4,Afternoon,28,Male,Knife,50,0
Bangalore,47,177207,6.36,5,Afternoon,67,Male,Knife,77,1
Bangalore,13,83631,5.05,5,Afternoon,67,Female,Gun,30,0
Kolkata,47,47909,16.13,3,Afternoon,46,Male,Gun,79,1
Mumbai,11,79487,13.33,2,Night,61,Male,Gun,88,1
Delhi,19,162540,15.9,8,Evening,58,Female,None,57,1
Bangalore,35,57655,8.14,10,Evening,28,Male,Rod,67,0
Lucknow,39,175413,7.01,9,Evening,47,Male,Rod,67,0
Patna,26,61786,8.09,10,Night,32,Female,None,42,0
Delhi,46,78304,2.3,11,Evening,18,Male,None,19,0
Hyderabad,14,113606,13.6,9,Night,16,Female,Gun,13,0
Lucknow,45,187586,7.6,5,Morning,68,Female,Gun,79,1
Lucknow,44,130938,7.01,11,Evening,20,Female,Knife,26,0
Mumbai,24,175051,11.57,9,Night,47,Male,Gun,74,1
Kolkata,41,90981,8.98,4,Morning,40,Male,None,60,0
Hyderabad,1,65107,17.69,2,Afternoon,60,Female,Knife,41,1
Bangalore,43,142232,7.7,3,Morning,20,Female,Gun,61,1
Mumbai,22,97897,11.82,1,Morning,52,Female,Knife,64,1
Bangalore,23,82577,6.99,5,Evening,38,Male,Knife,89,1
Mumbai,19,151918,17.85,1,Afternoon,27,Male,Gun,16,1
Mumbai,18,114180,9.12,11,Afternoon,49,Female,Rod,11,0
Mumbai,12,29924,12.15,1,Evening,38,Male,None,70,1
Kolkata,28,121193,4.03,11,Morning,31,Male,None,45,0
Mumbai,28,154954,13.73,11,Night,64,Female,Knife,28,0
Chennai,33,11095,6.31,7,Evening,20,Male,Rod,94,1
Patna,19,114205,9.18,2,Morning,59,Male,Rod,29,0
Bangalore,28,182055,16.13,8,Night,62,Female,Gun,66,1
Delhi,49,24123,17.53,6,Evening,43,Male,Gun,88,1
Jaipur,37,55278,8.79,4,Evening,21,Male,None,48,0
Hyderabad,26,107911,15.36,9,Afternoon,28,Male,Gun,6,0
Bhopal,35,61999,2.85,10,Afternoon,58,Female,Gun,46,0
Kolkata,34,41153,15.56,8,Afternoon,45,Male,Knife,37,0
Delhi,35,28344,12.07,10,Night,41,Male,Rod,21,0
Lucknow,40,47656,9.82,3,Evening,32,Male,Rod,67,1
Chennai,16,11212,16.24,3,Afternoon,24,Male,Gun,26,1
Bhopal,38,130385,15.53,4,Afternoon,31,Male,Gun,5,0
Jaipur,13,150073,6.75,9,Evening,64,Female,Gun,74,1
Delhi,23,88784,14.66,9,Night,67,Male,None,58,1
Bhopal,22,108723,3.59,5,Afternoon,33,Female,None,18,0
Delhi,16,91144,15.16,9,Morning,28,Male,Knife,57,1
Chennai,28,177499,12.81,6,Night,44,Female,None,10,0
Jaipur,48,41368,3.41,8,Afternoon,58,Female,Rod,94,1
Lucknow,35,71160,12.93,11,Morning,60,Male,None,68,0
Mumbai,45,166926,11.29,8,Afternoon,39,Female,Rod,92,1
Bangalore,46,20715,11.51,10,Night,60,Male,None,37,0
Lucknow,8,68784,6.65,7,Evening,59,Female,None,76,0
Mumbai,44,139193,6.26,4,Evening,61,Male,Knife,48,0
Kolkata,22,109644,14.2,4,Night,28,Male,Gun,38,1
Patna,21,36797,6.11,6,Afternoon,40,Male,Gun,38,0
Hyderabad,26,57573,9.14,9,Night,56,Male,Gun,28,0
Hyderabad,40,86120,13.12,7,Morning,61,Female,Knife,6,0
Bangalore,21,24780,3.27,5,Afternoon,16,Male,Rod,12,0
Jaipur,25,47905,11.51,5,Night,24,Male,None,29,0
Chennai,41,162645,11.43,8,Evening,19,Male,Knife,36,0
Jaipur,1,126049,12.95,6,Night,43,Female,Rod,60,1
Chennai,6,139651,7.92,1,Afternoon,27,Male,Knife,11,0
Jaipur,23,43359,9.18,1,Night,39,Female,Knife,52,1
Patna,23,76062,7.28,9,Evening,61,Female,Rod,92,1
Kolkata,43,83391,14.93,8,Morning,24,Male,Gun,58,1
Kolkata,43,53463,4.09,6,Night,50,Female,None,67,0
Mumbai,23,109596,17.41,1,Night,53,Male,Gun,77,1
Bhopal,32,105018,12.16,2,Morning,50,Female,Knife,84,1
Kolkata,30,26571,16.19,10,Night,48,Male,Rod,6,0
Kolkata,13,160214,8.82,3,Evening,69,Male,Knife,39,0
Lucknow,43,35104,7.32,10,Morning,68,Male,Gun,26,0
Lucknow,18,18625,16.41,3,Evening,50,Female,Gun,87,1
Mumbai,23,49199,3.58,2,Evening,61,Female,Gun,68,1
Bhopal,15,130725,3.87,2,Evening,35,Female,None,63,0
Bangalore,33,156998,6.79,6,Afternoon,17,Female,Gun,53,1
Lucknow,21,41218,17.36,7,Morning,59,Male,None,56,1
Bangalore,39,185544,12.13,4,Afternoon,41,Male,None,25,0
Delhi,23,101916,10.87,1,Afternoon,57,Female,Gun,16,0
Lucknow,27,133182,13.29,6,Night,28,Female,Rod,15,0
Patna,45,30566,8.68,7,Morning,45,Female,Knife,58,0
Bhopal,44,197197,14.13,4,Night,67,Female,Knife,87,1
Mumbai,18,43205,8.29,6,Afternoon,47,Male,None,74,0
Delhi,24,119084,15.22,9,Night,51,Male,None,18,0
Bhopal,47,39717,6.28,4,Evening,34,Male,None,37,0
Patna,40,191056,6.44,10,Afternoon,37,Female,Knife,81,1
Bhopal,42,117292,10.36,4,Evening,16,Female,None,30,0
Patna,7,166207,8.89,10,Morning,26,Female,Rod,18,0
Patna,48,169236,12.37,5,Night,41,Female,Rod,92,1
Bangalore,20,48562,7.83,3,Afternoon,63,Male,None,52,0
Jaipur,27,30169,5.69,10,Morning,34,Male,Knife,69,0
Delhi,6,31604,9.52,2,Evening,34,Female,Gun,50,1
Bhopal,27,99670,10.98,9,Night,27,Male,Knife,59,1
Chennai,9,124605,4.28,1,Night,18,Male,Gun,78,1
Delhi,45,98738,10.91,5,Afternoon,33,Male,Gun,78,1
Jaipur,31,141756,7.11,5,Night,64,Male,None,72,1
Delhi,21,138140,8.28,8,Night,20,Female,Rod,82,1
Kolkata,26,112537,6.47,6,Evening,63,Male,None,16,0
Chennai,40,121301,16.9,6,Evening,39,Male,Gun,58,1
Jaipur,48,18007,12.93,6,Evening,29,Male,None,68,1
Bangalore,45,124915,6.2,4,Morning,66,Male,Gun,51,1
Bhopal,13,127419,12.32,1,Morning,53,Female,None,41,0
Hyderabad,49,51787,15.58,3,Night,18,Male,Rod,78,1
Jaipur,23,59582,8.43,10,Morning,21,Male,Rod,45,0
Mumbai,20,93629,15.28,11,Afternoon,27,Female,Knife,31,0
Bhopal,37,15782,4.47,6,Evening,67,Female,Gun,46,0
Jaipur,28,76770,15.16,5,Morning,26,Female,Gun,80,1
Kolkata,17,67645,10.64,10,Night,54,Female,None,90,1
Hyderabad,28,113509,5.57,1,Evening,41,Female,Knife,72,1
Kolkata,41,173068,8.51,5,Morning,16,Female,Rod,33,0
Hyderabad,2,39204,17.81,2,Evening,31,Male,None,40,1
Mumbai,25,27152,14.54,1,Morning,63,Male,Knife,61,1
Bhopal,41,196258,11.2,4,Night,64,Female,Rod,82,1
Bangalore,6,100555,3.84,6,Morning,62,Male,None,16,0
Kolkata,11,29689,8.68,7,Morning,68,Male,Rod,49,0
Kolkata,38,191762,6.21,9,Morning,24,Male,Gun,24,0
Patna,6,93251,3.14,5,Evening,20,Male,Knife,49,0
Hyderabad,45,198392,10.68,8,Morning,67,Male,Rod,27,0
Lucknow,11,197163,16.23,8,Morning,23,Female,Knife,66,1
Bhopal,14,116565,12.81,11,Morning,36,Male,None,90,1
Hyderabad,2,163014,5.99,9,Evening,48,Male,Knife,38,0
Patna,40,48712,11.18,3,Night,54,Female,None,25,0
Delhi,3,59632,17.09,3,Night,58,Male,Knife,55,1
Hyderabad,35,179103,13.57,9,Night,35,Male,None,13,0
Bangalore,33,30478,13.03,7,Morning,68,Male,None,78,1
Bhopal,24,32551,17.49,4,Evening,60,Male,None,14,0
Patna,19,58068,14.78,1,Night,37,Male,Rod,56,1
Delhi,18,103608,4.19,7,Night,28,Male,Gun,49,0
Chennai,49,45561,7.56,10,Night,54,Female,Knife,56,0
Patna,24,143964,17.44,6,Afternoon,26,Male,Gun,34,1
Chennai,45,34395,9.84,3,Evening,33,Female,Gun,68,1
Bhopal,35,28756,3.79,5,Afternoon,45,Female,Gun,6,0
Kolkata,1,175723,9.34,3,Morning,48,Male,Gun,53,1
Patna,36,76333,13.15,8,Night,59,Male,Knife,49,1
Mumbai,25,190378,17.96,5,Morning,18,Male,Knife,21,0
Chennai,45,162418,7.18,10,Evening,16,Female,Gun,32,0
Bangalore,49,123561,10.23,10,Morning,51,Female,Knife,49,0
Mumbai,43,38024,16.07,6,Morning,21,Female,Knife,21,0
Jaipur,34,181890,7.68,2,Night,52,Male,None,63,1
Jaipur,25,15947,3.75,8,Evening,44,Female,Knife,18,0
Delhi,16,137192,17.18,9,Morning,26,Male,Rod,14,0
Kolkata,34,104238,9.82,3,Afternoon,67,Male,Gun,82,1
Bhopal,29,77428,10.04,6,Night,28,Female,Knife,85,1
Patna,19,170826,11.94,6,Afternoon,26,Female,Gun,90,1
Lucknow,23,73355,2.06,2,Night,53,Male,Knife,22,0
Bangalore,19,199313,16.9,10,Morning,66,Female,Gun,39,1
Chennai,25,139958,7.78,8,Night,40,Female,Rod,52,0
Bhopal,16,154490,8.35,5,Morning,30,Male,Knife,62,1
Mumbai,9,196256,4.79,11,Afternoon,68,Female,Knife,22,0
Jaipur,1,145905,8.05,11,Morning,28,Female,Rod,56,0
Bangalore,42,182905,14.86,8,Night,57,Male,Knife,34,0
Lucknow,19,141637,14.8,8,Night,48,Male,Gun,41,1
Patna,33,181252,16.97,3,Night,28,Female,Rod,44,1
Delhi,34,28402,8.45,5,Afternoon,53,Female,None,10,0
