City,Age,Monthly_Income,Education_Level,Employment_Type,Digital_Usage_Hours,Household_Size,Area_Type,Govt_Scheme_Usage,Citizen_Segment
Ahmedabad,45,122827,Graduate,Unemployed,8.78,4,Semi-Urban,1,1
Lucknow,18,19260,Graduate,Self-Employed,9.71,6,Semi-Urban,3,1
Ahmedabad,52,6074,Postgraduate,Private,3.74,6,Rural,3,0
Chennai,57,145547,Graduate,Unemployed,8.07,6,Semi-Urban,1,1
Ahmedabad,25,6986,Graduate,Private,8.59,3,Semi-Urban,2,1
Chennai,69,60479,Graduate,Unemployed,6.42,5,Urban,4,0
Lucknow,64,135833,Secondary,Unemployed,3.8,3,Semi-Urban,1,0
Pune,24,7176,Primary,Self-Employed,6.38,4,Rural,3,0
Chennai,28,89258,Postgraduate,Government,6.05,1,Urban,4,1
Delhi,56,120188,Graduate,Government,6.26,6,Semi-Urban,1,1
Ahmedabad,21,89153,Primary,Unemployed,6.38,1,Urban,4,0
Ahmedabad,42,82442,Graduate,Self-Employed,8.55,3,Rural,2,1
Delhi,29,45002,Secondary,Private,2.12,4,Semi-Urban,3,0
Mumbai,43,62124,Secondary,Private,3.99,7,Rural,2,0
Kolkata,55,142682,Graduate,Government,6.07,5,Rural,2,1
Pune,63,54752,Graduate,Government,3.19,7,Semi-Urban,3,0
Jaipur,29,83947,Graduate,Private,9.79,4,Semi-Urban,2,1
Chennai,60,123972,Secondary,Private,3.0,6,Urban,1,1
Delhi,68,79716,Secondary,Self-Employed,4.96,4,Rural,1,0
Lucknow,54,15073,Primary,Private,8.83,1,Semi-Urban,4,0
Chennai,63,42251,Postgraduate,Self-Employed,1.26,2,Rural,1,0
Kolkata,41,101496,Postgraduate,Government,8.3,6,Semi-Urban,1,1
Lucknow,33,43897,Secondary,Private,5.92,7,Rural,4,0
Bangalore,30,56616,Postgraduate,Government,0.8,5,Urban,0,1
Ahmedabad,42,9482,Graduate,Unemployed,9.08,6,Rural,3,0
Bangalore,69,112990,Primary,Unemployed,0.87,6,Semi-Urban,1,0
Chennai,21,48284,Secondary,Unemployed,5.39,5,Urban,4,0
Kolkata,28,77932,Secondary,Private,0.97,7,Urban,2,0
Pune,49,12338,Postgraduate,Government,1.18,6,Semi-Urban,2,0
Chennai,66,148572,Graduate,Private,8.93,1,Urban,1,1
Delhi,24,147617,Primary,Government,7.78,4,Rural,3,1
Hyderabad,63,66480,Postgraduate,Self-Employed,2.37,1,Rural,4,0
Chennai,28,141313,Secondary,Private,6.39,4,Semi-Urban,4,1
Ahmedabad,45,9695,Secondary,Unemployed,8.05,2,Rural,4,0
Ahmedabad,58,19318,Postgraduate,Self-Employed,8.95,6,Semi-Urban,4,1
Chennai,40,55934,Graduate,Government,4.95,2,Urban,4,1
Lucknow,62,126282,Primary,Private,9.03,3,Rural,3,1
Hyderabad,40,96891,Primary,Government,5.32,7,Semi-Urban,4,0
Delhi,67,73754,Primary,Government,7.04,4,Rural,3,0
Chennai,45,90677,Primary,Private,9.8,1,Urban,3,1
Lucknow,60,107320,Graduate,Private,2.74,1,Urban,3,0
Ahmedabad,64,138909,Secondary,Government,2.1,6,Rural,2,0
Ahmedabad,43,130261,Secondary,Government,3.75,1,Urban,0,1
Kolkata,42,110338,Primary,Self-Employed,2.06,3,Semi-Urban,1,0
Chennai,46,45077,Primary,Unemployed,3.2,5,Rural,2,0
Hyderabad,36,84915,Primary,Government,7.56,1,Rural,0,1
Mumbai,50,140311,Postgraduate,Unemployed,5.04,6,Urban,2,1
Hyderabad,53,34669,Postgraduate,Self-Employed,4.06,2,Semi-Urban,3,0
Ahmedabad,31,53624,Secondary,Unemployed,4.0,7,Rural,3,0
Ahmedabad,31,80147,Secondary,Unemployed,2.35,1,Rural,4,0
Bangalore,52,140222,Primary,Self-Employed,4.75,1,Urban,3,0
Ahmedabad,47,147181,Postgraduate,Government,6.43,1,Urban,2,1
Delhi,45,148008,Graduate,Unemployed,1.82,6,Semi-Urban,1,0
Jaipur,34,147108,Postgraduate,Government,9.74,7,Semi-Urban,3,1
Chennai,20,41943,Secondary,Government,4.71,5,Urban,0,1
Hyderabad,33,118694,Postgraduate,Private,9.51,1,Semi-Urban,2,1
Jaipur,63,128351,Secondary,Government,1.78,5,Urban,0,1
Lucknow,47,43985,Primary,Government,7.79,5,Rural,4,0
Mumbai,69,137574,Graduate,Unemployed,6.37,7,Urban,4,1
Delhi,46,58836,Primary,Government,8.29,7,Urban,1,1
Hyderabad,62,104714,Primary,Government,6.21,3,Urban,2,1
Jaipur,32,8770,Graduate,Private,9.65,2,Rural,1,1
Mumbai,63,47865,Graduate,Private,6.46,1,Semi-Urban,0,1
Bangalore,42,58811,Graduate,Unemployed,7.95,1,Semi-Urban,1,1
Delhi,68,9001,Secondary,Unemployed,8.84,1,Semi-Urban,0,0
Delhi,55,65848,Primary,Private,7.29,5,Urban,1,1
Bangalore,59,57635,Secondary,Private,5.48,7,Urban,4,0
Chennai,64,25946,Graduate,Self-Employed,3.09,4,Semi-Urban,2,0
Bangalore,69,100852,Secondary,Government,8.62,2,Rural,1,1
Delhi,55,96103,Graduate,Unemployed,5.07,6,Rural,0,0
Delhi,40,48744,Postgraduate,Unemployed,6.4,1,Rural,2,0
Jaipur,42,122729,Graduate,Government,1.25,4,Rural,4,0
Ahmedabad,59,28671,Primary,Government,5.22,4,Urban,4,0
Mumbai,24,62813,Primary,Unemployed,7.13,7,Semi-Urban,3,0
Bangalore,39,101748,Primary,Private,6.05,4,Rural,2,0
Mumbai,34,142878,Secondary,Private,4.76,2,Urban,1,1
Bangalore,35,109733,Primary,Government,2.62,4,Urban,4,0
Lucknow,66,131865,Graduate,Unemployed,3.44,6,Urban,1,0
Delhi,58,88551,Postgraduate,Government,7.16,1,Semi-Urban,1,1
Ahmedabad,27,134335,Primary,Private,2.63,6,Urban,0,0
Jaipur,27,44220,Secondary,Self-Employed,6.41,1,Semi-Urban,1,0
Ahmedabad,24,22158,Postgraduate,Self-Employed,6.1,3,Semi-Urban,3,1
Ahmedabad,65,85992,Primary,Private,9.72,5,Semi-Urban,2,1
Ahmedabad,67,67576,Primary,Government,1.08,4,Semi-Urban,2,0
Mumbai,55,93027,Postgraduate,Self-Employed,1.53,6,Urban,0,1
Bangalore,44,63830,Primary,Private,5.31,5,Urban,3,0
Pune,69,140091,Secondary,Unemployed,5.51,5,Urban,3,0
Lucknow,50,17419,Graduate,Government,0.88,5,Rural,2,0
Hyderabad,18,38697,Graduate,Government,8.35,5,Rural,3,1
Ahmedabad,61,89932,Postgraduate,Self-Employed,5.2,5,Semi-Urban,4,1
Chennai,51,124712,Graduate,Government,3.79,1,Semi-Urban,1,1
Mumbai,21,100428,Primary,Self-Employed,3.53,2,Semi-Urban,1,0
Jaipur,34,144045,Primary,Self-Employed,8.68,4,Semi-Urban,2,1
Hyderabad,21,91649,Secondary,Private,2.37,4,Semi-Urban,2,0
Pune,60,127649,Graduate,Self-Employed,2.02,1,Rural,3,0
Chennai,43,16136,Postgraduate,Unemployed,2.53,6,Semi-Urban,0,0
Pune,21,89739,Primary,Government,6.44,1,Urban,2,1
Hyderabad,18,67502,Postgraduate,Self-Employed,8.2,7,Semi-Urban,2,1
Ahmedabad,24,28039,Primary,Government,3.64,5,Urban,2,0
Chennai,47,71720,Primary,Self-Employed,2.15,2,Urban,3,0
Pune,67,128168,Secondary,Private,2.49,4,Urban,4,0
Jaipur,26,93263,Graduate,Unemployed,6.38,6,Urban,2,1
Bangalore,52,64155,Secondary,Government,2.84,3,Semi-Urban,4,0
Delhi,25,21911,Graduate,Private,8.83,1,Semi-Urban,3,1
Bangalore,41,5916,Postgraduate,Government,1.49,3,Semi-Urban,0,0
Hyderabad,36,64052,Graduate,Private,0.81,4,Semi-Urban,1,0
Mumbai,53,22790,Postgraduate,Unemployed,1.34,1,Semi-Urban,1,0
Delhi,67,141278,Primary,Self-Employed,8.53,4,Rural,1,1
Lucknow,69,126937,Postgraduate,Private,6.69,1,Urban,1,1
Jaipur,60,90053,Postgraduate,Government,9.6,6,Urban,3,1
Lucknow,44,54950,Primary,Government,3.69,4,Rural,1,0
Chennai,49,121211,Postgraduate,Private,2.52,7,Rural,3,1
Delhi,31,61361,Postgraduate,Unemployed,5.84,3,Semi-Urban,0,1
Lucknow,35,66451,Primary,Unemployed,5.61,2,Semi-Urban,2,0
Lucknow,45,42696,Primary,Self-Employed,6.11,6,Urban,2,0
Pune,46,107395,Primary,Self-Employed,3.8,7,Semi-Urban,2,0
Bangalore,33,129121,Graduate,Government,0.56,6,Urban,3,1
Pune,52,51728,Primary,Government,0.83,1,Semi-Urban,3,0
Delhi,64,60401,Primary,Self-Employed,6.81,3,Semi-Urban,3,0
Delhi,48,30103,Postgraduate,Self-Employed,5.47,4,Urban,0,1
Hyderabad,21,55044,Secondary,Self-Employed,8.3,3,Rural,4,0
Pune,54,62730,Secondary,Private,3.35,6,Rural,3,0
Kolkata,34,30825,Graduate,Self-Employed,8.25,1,Semi-Urban,3,1
Bangalore,56,42271,Graduate,Private,4.54,3,Rural,2,0
Delhi,65,82256,Secondary,Private,1.42,7,Semi-Urban,1,0
Hyderabad,63,71433,Secondary,Self-Employed,9.79,4,Rural,1,1
Pune,43,106999,Primary,Unemployed,5.36,5,Rural,0,0
Bangalore,65,28572,Postgraduate,Unemployed,6.48,6,Urban,1,1
Pune,56,43546,Primary,Government,6.87,2,Rural,4,0
Lucknow,58,59165,Graduate,Self-Employed,3.94,2,Semi-Urban,2,0
Hyderabad,21,68690,Secondary,Government,7.6,6,Urban,0,1
Bangalore,47,41948,Graduate,Self-Employed,8.77,5,Rural,1,1
Ahmedabad,47,32007,Primary,Government,4.18,1,Urban,1,0
Chennai,39,105819,Graduate,Private,6.74,3,Rural,2,1
Chennai,28,96207,Graduate,Self-Employed,7.69,3,Semi-Urban,0,1
Bangalore,19,81772,Postgraduate,Unemployed,2.31,5,Semi-Urban,2,0
Pune,61,27024,Graduate,Self-Employed,3.66,7,Urban,0,0
Hyderabad,29,87912,Primary,Government,1.53,5,Rural,1,0
Chennai,47,90481,Postgraduate,Government,6.22,4,Rural,2,1
Hyderabad,53,93553,Graduate,Government,8.11,4,Urban,2,1
Chennai,35,137828,Primary,Government,6.3,2,Urban,4,1
Lucknow,43,107488,Secondary,Government,2.21,1,Semi-Urban,2,0
Pune,24,101741,Postgraduate,Government,5.69,1,Urban,0,1
Lucknow,18,83210,Graduate,Unemployed,8.43,7,Rural,4,0
Chennai,43,140607,Graduate,Government,3.38,5,Urban,2,1
Ahmedabad,40,52367,Postgraduate,Unemployed,8.41,2,Semi-Urban,2,1
Ahmedabad,43,64884,Primary,Self-Employed,7.95,2,Urban,4,0
Lucknow,62,149352,Graduate,Private,0.71,4,Rural,1,0
Ahmedabad,23,107572,Primary,Unemployed,2.77,3,Urban,2,0
Chennai,23,58251,Postgraduate,Self-Employed,5.66,7,Urban,3,1
Bangalore,61,89821,Graduate,Private,7.32,1,Urban,1,1
Lucknow,25,88583,Secondary,Unemployed,8.87,7,Semi-Urban,2,1
Mumbai,41,15207,Secondary,Unemployed,6.59,2,Semi-Urban,1,0
Pune,39,32757,Secondary,Self-Employed,4.11,4,Semi-Urban,0,0
Ahmedabad,36,38822,Postgraduate,Government,2.25,4,Semi-Urban,1,1
Ahmedabad,54,46340,Graduate,Unemployed,7.72,4,Rural,4,0
Delhi,35,48351,Postgraduate,Unemployed,2.46,7,Rural,2,0
Kolkata,48,111311,Graduate,Self-Employed,7.11,3,Semi-Urban,1,1
Lucknow,54,80320,Secondary,Government,2.22,2,Semi-Urban,3,0
Jaipur,47,107565,Secondary,Private,1.37,5,Semi-Urban,0,0
Ahmedabad,59,24937,Primary,Government,2.89,5,Urban,0,0
Pune,50,16219,Postgraduate,Government,3.21,4,Rural,1,0
Mumbai,27,14399,Postgraduate,Self-Employed,6.65,4,Urban,4,1
Ahmedabad,54,131733,Primary,Government,2.03,3,Semi-Urban,0,0
Mumbai,29,25047,Secondary,Self-Employed,9.34,4,Rural,1,1
Chennai,47,90693,Secondary,Private,5.77,6,Semi-Urban,1,1
Chennai,44,105931,Postgraduate,Unemployed,5.16,2,Urban,0,1
Kolkata,56,142852,Graduate,Unemployed,4.63,4,Rural,1,0
Bangalore,26,32050,Secondary,Self-Employed,5.88,4,Urban,1,0
Jaipur,38,78551,Primary,Self-Employed,0.71,2,Rural,3,0
Delhi,29,73666,Primary,Government,9.91,1,Semi-Urban,1,1
Kolkata,46,87016,Primary,Government,5.8,6,Rural,1,0
Hyderabad,50,118135,Postgraduate,Unemployed,0.83,6,Urban,4,0
Delhi,60,58010,Postgraduate,Unemployed,6.1,5,Urban,0,1
Lucknow,32,43165,Postgraduate,Unemployed,4.65,4,Urban,4,0
Pune,19,16528,Postgraduate,Self-Employed,0.73,2,Urban,2,0
Hyderabad,69,125840,Primary,Private,9.28,5,Semi-Urban,4,1
Hyderabad,56,141986,Primary,Private,0.6,7,Urban,2,0
Kolkata,61,42136,Postgraduate,Self-Employed,5.99,7,Semi-Urban,2,1
Bangalore,35,147251,Postgraduate,Government,9.64,3,Rural,4,1
Kolkata,20,91008,Primary,Private,2.76,7,Urban,3,0
Lucknow,24,17076,Postgraduate,Government,2.91,7,Rural,4,0
Ahmedabad,60,128911,Postgraduate,Unemployed,0.5,1,Rural,0,0
Ahmedabad,35,121625,Postgraduate,Unemployed,1.13,4,Semi-Urban,4,0
Bangalore,61,55298,Postgraduate,Government,0.93,1,Urban,3,0
Lucknow,55,59304,Secondary,Unemployed,8.32,4,Semi-Urban,4,0
Bangalore,54,84360,Postgraduate,Self-Employed,8.45,4,Urban,3,1
Mumbai,50,74835,Primary,Government,7.4,4,Rural,0,1
Ahmedabad,61,117424,Primary,Government,3.85,1,Semi-Urban,1,0
Hyderabad,48,144190,Primary,Government,8.3,6,Urban,3,1
Jaipur,28,61911,Primary,Private,5.63,3,Rural,3,0
Pune,21,108088,Postgraduate,Government,3.39,6,Semi-Urban,3,1
Lucknow,35,20185,Secondary,Government,4.65,2,Semi-Urban,0,0
Delhi,21,55613,Graduate,Government,1.12,2,Semi-Urban,2,0
Bangalore,66,5386,Graduate,Private,9.48,7,Semi-Urban,3,1
Pune,51,35020,Graduate,Unemployed,6.38,6,Rural,0,0
Delhi,46,47678,Graduate,Private,7.45,3,Rural,1,1
Pune,41,66394,Primary,Self-Employed,6.93,7,Rural,3,0
Jaipur,39,120377,Postgraduate,Government,6.84,3,Rural,2,1
Delhi,19,126716,Postgraduate,Self-Employed,0.66,4,Urban,0,1
Kolkata,61,60918,Graduate,Private,5.49,4,Rural,1,1
Chennai,23,120640,Graduate,Unemployed,8.31,2,Semi-Urban,2,1
Kolkata,59,109446,Secondary,Unemployed,0.92,4,Semi-Urban,1,0
Ahmedabad,42,99702,Secondary,Government,9.58,7,Semi-Urban,2,1
Chennai,38,110509,Secondary,Unemployed,4.53,4,Semi-Urban,4,0
Kolkata,33,98608,Primary,Private,3.25,3,Urban,4,0
Chennai,48,119310,Postgraduate,Private,5.55,1,Semi-Urban,4,1
Chennai,31,148181,Primary,Unemployed,8.11,6,Semi-Urban,1,1
Hyderabad,56,50802,Primary,Government,5.01,5,Semi-Urban,4,0
Bangalore,45,39622,Postgraduate,Government,6.63,5,Rural,0,1
Bangalore,49,114935,Secondary,Private,5.25,4,Rural,0,1
Hyderabad,45,122919,Postgraduate,Unemployed,6.5,4,Urban,4,1
Pune,68,138669,Graduate,Private,1.81,6,Urban,2,1
Mumbai,66,74519,Secondary,Private,0.87,5,Urban,2,0
Pune,26,49772,Postgraduate,Self-Employed,1.8,3,Semi-Urban,1,0
Delhi,62,127431,Primary,Private,3.22,5,Urban,2,0
Delhi,39,101090,Postgraduate,Government,2.91,5,Rural,3,1
Chennai,49,49871,Secondary,Unemployed,6.34,7,Rural,2,0
Kolkata,22,31372,Graduate,Unemployed,4.83,5,Rural,0,0
Kolkata,40,44080,Primary,Self-Employed,0.87,4,Semi-Urban,2,0
Bangalore,22,111242,Graduate,Self-Employed,0.83,7,Semi-Urban,1,0
Lucknow,59,47722,Graduate,Government,1.36,4,Urban,2,0
Pune,49,34048,Primary,Self-Employed,3.85,6,Urban,1,0
Ahmedabad,27,90205,Postgraduate,Private,0.56,5,Urban,3,0
Jaipur,56,145849,Postgraduate,Private,5.19,4,Urban,4,1
Kolkata,32,59711,Graduate,Government,3.93,6,Semi-Urban,3,0
Jaipur,24,25968,Postgraduate,Unemployed,5.78,5,Rural,0,0
Chennai,46,16292,Secondary,Government,7.35,3,Semi-Urban,3,0
Jaipur,64,84459,Graduate,Self-Employed,2.88,4,Urban,3,0
Ahmedabad,20,55192,Graduate,Unemployed,1.99,1,Semi-Urban,0,0
Hyderabad,36,89193,Graduate,Unemployed,3.14,6,Rural,0,0
Ahmedabad,27,74165,Secondary,Unemployed,0.52,4,Semi-Urban,4,0
Jaipur,45,72650,Graduate,Self-Employed,1.64,3,Rural,4,0
Ahmedabad,46,134858,Postgraduate,Private,7.63,3,Urban,2,1
Mumbai,32,106398,Postgraduate,Private,2.62,4,Semi-Urban,1,1
Chennai,52,102885,Postgraduate,Self-Employed,9.95,2,Urban,0,1
Pune,23,105588,Postgraduate,Self-Employed,2.09,6,Urban,3,1
Hyderabad,29,108356,Graduate,Government,7.99,5,Rural,3,1
Kolkata,64,88509,Secondary,Government,7.2,5,Rural,4,1
Delhi,55,56672,Primary,Private,3.56,3,Urban,1,0
Pune,30,27113,Postgraduate,Self-Employed,3.64,4,Rural,0,0
Delhi,46,5694,Primary,Government,5.85,2,Rural,4,0
Chennai,36,20588,Primary,Self-Employed,8.6,6,Urban,1,0
Hyderabad,20,69373,Graduate,Self-Employed,4.17,1,Urban,0,1
Bangalore,25,90603,Postgraduate,Private,1.08,5,Rural,3,0
Kolkata,25,11704,Postgraduate,Private,4.06,7,Urban,3,0
Mumbai,37,45136,Postgraduate,Self-Employed,2.47,6,Urban,4,0
Bangalore,64,72507,Primary,Unemployed,9.42,6,Rural,1,0
Chennai,21,52361,Postgraduate,Unemployed,7.12,2,Semi-Urban,3,1
Pune,68,63847,Postgraduate,Self-Employed,0.98,6,Semi-Urban,1,0
Mumbai,38,111359,Secondary,Private,3.28,5,Urban,4,0
Ahmedabad,20,147513,Graduate,Unemployed,0.98,4,Rural,2,0
Jaipur,62,123906,Postgraduate,Private,8.39,5,Urban,1,1
Mumbai,25,19677,Postgraduate,Unemployed,9.11,1,Rural,1,1
Chennai,40,32818,Graduate,Self-Employed,1.57,4,Urban,4,0
Lucknow,33,6868,Graduate,Government,4.68,3,Urban,2,1
Jaipur,30,88591,Primary,Government,9.35,2,Rural,3,1
Delhi,20,128962,Primary,Private,1.88,5,Urban,0,0
Kolkata,65,72264,Primary,Private,3.27,4,Semi-Urban,4,0
Delhi,26,78168,Graduate,Unemployed,3.39,6,Semi-Urban,0,0
Mumbai,31,148115,Secondary,Self-Employed,0.79,4,Rural,2,0
Delhi,30,76939,Postgraduate,Unemployed,0.84,5,Urban,2,0
Chennai,24,20732,Graduate,Self-Employed,9.55,3,Semi-Urban,1,1
Ahmedabad,32,60244,Secondary,Self-Employed,5.93,5,Rural,0,0
Pune,24,14340,Graduate,Private,3.41,3,Rural,0,0
Kolkata,55,27394,Secondary,Government,4.1,6,Rural,2,0
Delhi,51,103557,Graduate,Government,7.29,5,Semi-Urban,0,1
Delhi,58,140174,Graduate,Private,3.98,4,Semi-Urban,3,1
Mumbai,39,24159,Secondary,Government,2.66,1,Semi-Urban,2,0
Pune,41,127366,Secondary,Private,1.47,1,Semi-Urban,1,0
Bangalore,66,11212,Secondary,Unemployed,7.42,6,Urban,1,0
Delhi,54,42405,Secondary,Self-Employed,2.22,7,Semi-Urban,1,0
Chennai,61,135632,Secondary,Government,1.16,7,Rural,0,0
Lucknow,18,82061,Secondary,Government,4.56,4,Urban,2,1
Kolkata,27,99296,Secondary,Unemployed,0.88,1,Semi-Urban,1,0
Delhi,60,60186,Secondary,Unemployed,9.67,6,Urban,2,1
Chennai,33,128145,Graduate,Government,6.46,3,Rural,0,1
Chennai,63,15532,Secondary,Government,1.95,4,Semi-Urban,3,0
Kolkata,25,71540,Secondary,Private,2.14,7,Urban,3,0
Bangalore,66,108021,Graduate,Private,5.91,3,Semi-Urban,3,1
Chennai,42,8271,Graduate,Government,3.89,4,Urban,0,1
Lucknow,67,5209,Primary,Private,7.86,3,Urban,1,0
Chennai,29,141611,Primary,Unemployed,5.69,3,Rural,0,0
Chennai,42,24977,Secondary,Self-Employed,4.62,1,Rural,2,0
Chennai,34,114920,Secondary,Private,9.65,4,Semi-Urban,3,1
Ahmedabad,43,133156,Primary,Self-Employed,4.21,5,Semi-Urban,2,0
Ahmedabad,63,104588,Primary,Private,4.31,1,Urban,0,0
Bangalore,65,73684,Postgraduate,Government,6.82,3,Rural,4,1
Delhi,31,128862,Postgraduate,Private,8.19,3,Rural,4,1
Chennai,58,10607,Secondary,Self-Employed,6.45,7,Urban,0,0
Pune,53,99786,Postgraduate,Self-Employed,7.14,5,Rural,1,1
Delhi,40,131406,Primary,Government,4.04,7,Rural,2,0
Bangalore,60,12399,Secondary,Self-Employed,5.06,5,Urban,0,0
Hyderabad,23,131812,Graduate,Government,2.37,3,Semi-Urban,0,1
Delhi,64,103662,Graduate,Government,6.96,5,Semi-Urban,4,1
Delhi,22,38617,Primary,Self-Employed,2.6,2,Semi-Urban,3,0
Jaipur,60,143570,Postgraduate,Unemployed,0.51,7,Urban,3,0
Mumbai,42,107826,Graduate,Self-Employed,9.37,7,Semi-Urban,1,1
Jaipur,35,134851,Postgraduate,Self-Employed,3.41,1,Urban,1,1
Lucknow,30,116077,Graduate,Private,2.37,4,Urban,1,1
Ahmedabad,60,55624,Postgraduate,Self-Employed,3.05,7,Rural,4,0
Ahmedabad,31,14628,Graduate,Private,3.64,5,Rural,0,0
Mumbai,45,136401,Graduate,Private,5.01,5,Semi-Urban,1,1
Kolkata,35,43619,Secondary,Self-Employed,1.16,2,Urban,4,0
Kolkata,45,12032,Secondary,Government,1.0,4,Semi-Urban,2,0
Bangalore,68,43034,Primary,Unemployed,3.28,2,Semi-Urban,0,0
Mumbai,44,107658,Graduate,Self-Employed,3.31,4,Rural,2,0
Delhi,49,126123,Postgraduate,Self-Employed,1.62,7,Semi-Urban,3,1
Kolkata,64,91158,Graduate,Government,4.35,7,Semi-Urban,3,1
Chennai,26,60264,Postgraduate,Private,3.2,1,Rural,0,1
Pune,57,99120,Postgraduate,Government,0.75,5,Semi-Urban,1,1
Delhi,49,52850,Graduate,Government,8.91,1,Semi-Urban,0,1
Lucknow,37,9722,Postgraduate,Private,8.92,4,Urban,1,1
Chennai,45,22772,Primary,Self-Employed,2.49,5,Semi-Urban,3,0
Chennai,50,91105,Secondary,Government,2.05,7,Rural,0,0
Mumbai,21,9576,Postgraduate,Government,5.7,2,Rural,0,1
Bangalore,63,104404,Graduate,Self-Employed,6.49,7,Urban,1,1
Lucknow,51,46476,Secondary,Self-Employed,9.6,7,Rural,3,1
Kolkata,65,29154,Primary,Unemployed,4.08,3,Rural,3,0
Mumbai,20,22165,Postgraduate,Government,6.37,2,Rural,1,1
Kolkata,43,19439,Postgraduate,Unemployed,8.84,3,Semi-Urban,1,1
Mumbai,25,123211,Secondary,Private,4.77,2,Urban,1,1
Mumbai,23,49518,Postgraduate,Self-Employed,1.66,4,Urban,3,0
Mumbai,33,31962,Graduate,Self-Employed,4.09,1,Urban,3,0
Bangalore,41,42763,Secondary,Unemployed,1.8,3,Urban,0,0
Mumbai,65,121189,Secondary,Government,0.66,4,Rural,3,0
Hyderabad,56,115290,Postgraduate,Private,7.64,1,Semi-Urban,2,1
Pune,47,115814,Primary,Government,2.77,1,Rural,2,0
Kolkata,62,24464,Primary,Government,0.52,5,Rural,1,0
Delhi,30,128980,Primary,Unemployed,8.79,7,Rural,1,0
Jaipur,22,47299,Primary,Government,4.72,5,Rural,1,0
Lucknow,42,36541,Secondary,Unemployed,2.77,7,Urban,0,0
Ahmedabad,37,78545,Secondary,Self-Employed,3.0,5,Urban,2,0
Bangalore,35,134188,Postgraduate,Self-Employed,2.79,3,Semi-Urban,2,1
Delhi,64,34765,Primary,Self-Employed,2.35,3,Rural,3,0
Chennai,35,28769,Primary,Private,8.49,7,Urban,2,0
Hyderabad,19,25156,Postgraduate,Private,2.12,1,Semi-Urban,3,0
Ahmedabad,27,149507,Postgraduate,Government,5.84,3,Rural,0,1
Jaipur,62,78631,Postgraduate,Unemployed,1.23,1,Rural,1,0
Delhi,67,42909,Graduate,Government,9.52,4,Urban,1,1
Ahmedabad,64,74487,Postgraduate,Self-Employed,6.23,2,Rural,3,1
Delhi,29,52655,Postgraduate,Government,9.08,1,Rural,4,1
Hyderabad,64,56786,Graduate,Government,4.28,1,Urban,3,1
Jaipur,30,73304,Primary,Government,8.2,4,Semi-Urban,0,1
Chennai,67,108606,Secondary,Self-Employed,8.61,7,Semi-Urban,2,1
Mumbai,64,125938,Primary,Unemployed,7.18,5,Urban,3,0
Kolkata,28,85981,Secondary,Government,1.38,6,Urban,0,0
Chennai,36,60107,Secondary,Self-Employed,0.65,7,Semi-Urban,1,0
Mumbai,52,137232,Postgraduate,Private,2.1,5,Semi-Urban,4,1
Bangalore,56,92897,Postgraduate,Unemployed,1.62,5,Urban,4,0
Pune,43,77577,Graduate,Self-Employed,7.39,7,Urban,3,1
Lucknow,63,146918,Primary,Government,5.79,7,Urban,2,1
Lucknow,31,109180,Primary,Self-Employed,5.5,1,Rural,3,0
Kolkata,62,24924,Secondary,Unemployed,2.9,1,Urban,4,0
Jaipur,61,116193,Postgraduate,Government,1.97,3,Rural,4,1
Hyderabad,41,149954,Postgraduate,Private,2.46,3,Semi-Urban,1,1
Jaipur,58,6095,Primary,Private,4.3,2,Semi-Urban,2,0
Hyderabad,18,109205,Graduate,Private,7.53,2,Urban,2,1
Jaipur,68,19123,Postgraduate,Self-Employed,2.92,6,Urban,4,0
Pune,60,50278,Graduate,Unemployed,7.14,7,Semi-Urban,4,0
Bangalore,39,102911,Primary,Private,5.17,3,Semi-Urban,3,0
Bangalore,40,56999,Primary,Government,8.91,7,Semi-Urban,3,1
Mumbai,36,36153,Graduate,Government,2.71,1,Semi-Urban,1,0
Ahmedabad,35,23344,Postgraduate,Government,4.78,4,Urban,4,1
Bangalore,29,42656,Primary,Self-Employed,1.42,3,Rural,3,0
Bangalore,45,6212,Secondary,Unemployed,3.68,1,Semi-Urban,1,0
Chennai,45,125385,Primary,Unemployed,5.32,7,Semi-Urban,2,0
Chennai,50,145073,Postgraduate,Private,7.46,3,Rural,4,1
Mumbai,36,83784,Secondary,Unemployed,2.38,5,Urban,0,0
Ahmedabad,45,103723,Primary,Government,2.57,3,Rural,4,0
Kolkata,69,86144,Postgraduate,Government,6.5,7,Urban,3,1
Chennai,66,36368,Postgraduate,Self-Employed,4.13,7,Urban,4,0
Kolkata,54,66160,Primary,Government,5.08,6,Urban,0,1
Delhi,43,15715,Postgraduate,Unemployed,8.44,7,Urban,4,1
Chennai,52,63784,Graduate,Government,5.24,5,Urban,3,1
Pune,51,134193,Secondary,Private,6.7,1,Semi-Urban,2,1
Ahmedabad,52,104644,Graduate,Self-Employed,6.74,5,Urban,3,1
Mumbai,57,31797,Primary,Self-Employed,8.13,3,Semi-Urban,1,0
Delhi,33,52573,Graduate,Unemployed,6.56,5,Urban,3,0
Ahmedabad,55,81120,Primary,Government,1.12,6,Semi-Urban,1,0
Pune,30,19780,Primary,Government,3.75,4,Rural,4,0
Ahmedabad,40,42905,Postgraduate,Unemployed,9.9,5,Rural,1,1
Pune,39,121049,Postgraduate,Unemployed,2.37,7,Semi-Urban,4,0
Pune,33,134651,Primary,Private,6.07,6,Urban,1,1
